Entry;Entry name;Status;Protein names;Gene names;Organism
Q6UVK1;CSPG4_HUMAN;reviewed;Chondroitin sulfate proteoglycan 4 (Chondroitin sulfate proteoglycan NG2) (Melanoma chondroitin sulfate proteoglycan) (Melanoma-associated chondroitin sulfate proteoglycan);CSPG4 MCSP;Homo sapiens (Human)
Q5SY80;CTSRE_HUMAN;reviewed;Cation channel sperm-associated protein subunit epsilon (CatSper-epsilon) (CatSperepsilon);CATSPERE C1orf101;Homo sapiens (Human)
P15509;CSF2R_HUMAN;reviewed;Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116);CSF2RA CSF2R CSF2RY;Homo sapiens (Human)
Q86XM0;CTSRD_HUMAN;reviewed;Cation channel sperm-associated protein subunit delta (CatSper-delta) (CatSperdelta) (Transmembrane protein 146);CATSPERD TMEM146;Homo sapiens (Human)
Q9H2A7;CXL16_HUMAN;reviewed;C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16);CXCL16 SCYB16 SRPSOX UNQ2759/PRO6714;Homo sapiens (Human)
O15320;CTGE5_HUMAN;reviewed;cTAGE family member 5 (Protein cTAGE-5) (Meningioma-expressed antigen 6/11);CTAGE5 MEA11 MEA6 MGEA11 MGEA6;Homo sapiens (Human)
P78310;CXAR_HUMAN;reviewed;Coxsackievirus and adenovirus receptor (CAR) (hCAR) (CVB3-binding protein) (Coxsackievirus B-adenovirus receptor) (HCVADR);CXADR CAR;Homo sapiens (Human)
Q96PD2;DCBD2_HUMAN;reviewed;Discoidin, CUB and LCCL domain-containing protein 2 (CUB, LCCL and coagulation factor V/VIII-homology domains protein 1) (Endothelial and smooth muscle cell-derived neuropilin-like protein);DCBLD2 CLCP1 ESDN;Homo sapiens (Human)
P07333;CSF1R_HUMAN;reviewed;Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R) (EC 2.7.10.1) (Proto-oncogene c-Fms) (CD antigen CD115);CSF1R FMS;Homo sapiens (Human)
O94985;CSTN1_HUMAN;reviewed;"Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)]";CLSTN1 CS1 KIAA0911;Homo sapiens (Human)
Q9BQT9;CSTN3_HUMAN;reviewed;Calsyntenin-3 (Alcadein-beta) (Alc-beta);CLSTN3 CS3 KIAA0726;Homo sapiens (Human)
P16410;CTLA4_HUMAN;reviewed;Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152);CTLA4 CD152;Homo sapiens (Human)
P08174;DAF_HUMAN;reviewed;Complement decay-accelerating factor (CD antigen CD55);CD55 CR DAF;Homo sapiens (Human)
Q14118;DAG1_HUMAN;reviewed;"Dystroglycan (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]";DAG1;Homo sapiens (Human)
Q96PZ7;CSMD1_HUMAN;reviewed;CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);CSMD1 KIAA1890 UNQ5952/PRO19863;Homo sapiens (Human)
Q86UP6;CUZD1_HUMAN;reviewed;CUB and zona pellucida-like domain-containing protein 1 (CUB and ZP domain-containing protein 1) (Transmembrane protein UO-44);CUZD1 UNQ224/PRO257;Homo sapiens (Human)
Q96J86;CYYR1_HUMAN;reviewed;Cysteine and tyrosine-rich protein 1 (Proline-rich domain-containing protein);CYYR1 C21orf95;Homo sapiens (Human)
Q8N8Z6;DCBD1_HUMAN;reviewed;Discoidin, CUB and LCCL domain-containing protein 1;DCBLD1;Homo sapiens (Human)
P43146;DCC_HUMAN;reviewed;Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC);DCC IGDCC1;Homo sapiens (Human)
Q08345;DDR1_HUMAN;reviewed;Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a);DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE;Homo sapiens (Human)
Q6ZRH7;CTSRG_HUMAN;reviewed;Cation channel sperm-associated protein subunit gamma;CATSPERG C19orf15;Homo sapiens (Human)
P29320;EPHA3_HUMAN;reviewed;Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1);EPHA3 ETK ETK1 HEK TYRO4;Homo sapiens (Human)
P29323;EPHB2_HUMAN;reviewed;Ephrin type-B receptor 2 (EC 2.7.10.1) (Developmentally-regulated Eph-related tyrosine kinase) (ELK-related tyrosine kinase) (EPH tyrosine kinase 3) (EPH-like kinase 5) (EK5) (hEK5) (Renal carcinoma antigen NY-REN-47) (Tyrosine-protein kinase TYRO5) (Tyrosine-protein kinase receptor EPH-3);EPHB2 DRT EPHT3 EPTH3 ERK HEK5 TYRO5;Homo sapiens (Human)
O15197;EPHB6_HUMAN;reviewed;Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6);EPHB6;Homo sapiens (Human)
P58658;EVA1C_HUMAN;reviewed;Protein eva-1 homolog C (Protein FAM176C) (SUE21);EVA1C C21orf63 C21orf64 FAM176C PRED34 UNQ2504/PRO5993;Homo sapiens (Human)
P21709;EPHA1_HUMAN;reviewed;Ephrin type-A receptor 1 (hEpha1) (EC 2.7.10.1) (EPH tyrosine kinase) (EPH tyrosine kinase 1) (Erythropoietin-producing hepatoma receptor) (Tyrosine-protein kinase receptor EPH);EPHA1 EPH EPHT EPHT1;Homo sapiens (Human)
Q5JZY3;EPHAA_HUMAN;reviewed;Ephrin type-A receptor 10 (EC 2.7.10.1);EPHA10;Homo sapiens (Human)
Q9NQ60;EQTN_HUMAN;reviewed;Equatorin (Acrosome formation-associated factor);EQTN AFAF C9orf11;Homo sapiens (Human)
B6SEH8;ERVV1_HUMAN;reviewed;Endogenous retrovirus group V member 1 Env polyprotein (HERV-V_19q13.41 provirus ancestral Env polyprotein 1);ERVV-1 ENVV1;Homo sapiens (Human)
P34910;EVI2B_HUMAN;reviewed;Protein EVI2B (Ecotropic viral integration site 2B protein homolog) (EVI-2B) (CD antigen CD361);EVI2B EVDB;Homo sapiens (Human)
Q6P995;F171B_HUMAN;reviewed;Protein FAM171B;FAM171B KIAA1946 NPD019;Homo sapiens (Human)
Q3ZCQ3;F174B_HUMAN;reviewed;Membrane protein FAM174B;FAM174B;Homo sapiens (Human)
A6NFU0;F187A_HUMAN;reviewed;Ig-like V-type domain-containing protein FAM187A;FAM187A;Homo sapiens (Human)
Q17R55;F187B_HUMAN;reviewed;Protein FAM187B (Transmembrane protein 162);FAM187B TMEM162;Homo sapiens (Human)
A8MVW0;F1712_HUMAN;reviewed;Protein FAM171A2;FAM171A2;Homo sapiens (Human)
Q5JX69;F209B_HUMAN;reviewed;Protein FAM209B;FAM209B C20orf107;Homo sapiens (Human)
P21860;ERBB3_HUMAN;reviewed;Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3);ERBB3 HER3;Homo sapiens (Human)
Q76MJ5;ERN2_HUMAN;reviewed;"Serine/threonine-protein kinase/endoribonuclease IRE2 (Endoplasmic reticulum-to-nucleus signaling 2) (Inositol-requiring protein 2) (hIRE2p) (Ire1-beta) (IRE1b) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]";ERN2 IRE2;Homo sapiens (Human)
Q5VUB5;F1711_HUMAN;reviewed;Protein FAM171A1 (Astroprincin);FAM171A1 C10orf38;Homo sapiens (Human)
Q6UW88;EPGN_HUMAN;reviewed;Epigen (Epithelial mitogen) (EPG);EPGN UNQ3072/PRO9904;Homo sapiens (Human)
P54756;EPHA5_HUMAN;reviewed;Ephrin type-A receptor 5 (EC 2.7.10.1) (Brain-specific kinase) (EPH homology kinase 1) (EHK-1) (EPH-like kinase 7) (EK7) (hEK7);EPHA5 BSK EHK1 HEK7 TYRO4;Homo sapiens (Human)
Q9UF33;EPHA6_HUMAN;reviewed;Ephrin type-A receptor 6 (EC 2.7.10.1) (EPH homology kinase 2) (EHK-2) (EPH-like kinase 12) (EK12);EPHA6 EHK2 HEK12;Homo sapiens (Human)
P29322;EPHA8_HUMAN;reviewed;Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK);EPHA8 EEK HEK3 KIAA1459;Homo sapiens (Human)
O14944;EREG_HUMAN;reviewed;Proepiregulin [Cleaved into: Epiregulin (EPR)];EREG;Homo sapiens (Human)
Q8TBP5;F174A_HUMAN;reviewed;Membrane protein FAM174A (Hepatitis C virus NS5A-transactivated protein 6) (HCV NS5A-transactivated protein 6) (Transmembrane protein 157);FAM174A NS5ATP6 TMEM157 UNQ1912/PRO4371;Homo sapiens (Human)
Q15884;F1892_HUMAN;reviewed;Protein FAM189A2 (Protein X123);FAM189A2 C9orf61 X123;Homo sapiens (Human)
O75460;ERN1_HUMAN;reviewed;"Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (hIRE1p) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]";ERN1 IRE1;Homo sapiens (Human)
P22794;EVI2A_HUMAN;reviewed;Protein EVI2A (Ecotropic viral integration site 2A protein homolog) (EVI-2A);EVI2A EVDA EVI2;Homo sapiens (Human)
P29317;EPHA2_HUMAN;reviewed;Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK);EPHA2 ECK;Homo sapiens (Human)
P54764;EPHA4_HUMAN;reviewed;Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK);EPHA4 HEK8 SEK TYRO1;Homo sapiens (Human)
Q15375;EPHA7_HUMAN;reviewed;Ephrin type-A receptor 7 (EC 2.7.10.1) (EPH homology kinase 3) (EHK-3) (EPH-like kinase 11) (EK11) (hEK11);EPHA7 EHK3 HEK11;Homo sapiens (Human)
P54753;EPHB3_HUMAN;reviewed;Ephrin type-B receptor 3 (EC 2.7.10.1) (EPH-like tyrosine kinase 2) (EPH-like kinase 2) (Embryonic kinase 2) (EK2) (hEK2) (Tyrosine-protein kinase TYRO6);EPHB3 ETK2 HEK2 TYRO6;Homo sapiens (Human)
P54760;EPHB4_HUMAN;reviewed;Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11);EPHB4 HTK MYK1 TYRO11;Homo sapiens (Human)
O42043;ENK18_HUMAN;reviewed;"Endogenous retrovirus group K member 18 Env polyprotein (Envelope polyprotein) (HERV-K(C1a) envelope protein) (HERV-K110 envelope protein) (HERV-K18 envelope protein) (HERV-K18 superantigen) (HERV-K_1q23.3 provirus ancestral Env polyprotein) (IDDMK1,2 22 envelope protein) (IDDMK1,2 22 superantigen) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-18;Homo sapiens (Human)
Q9Y6X5;ENPP4_HUMAN;reviewed;Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4);ENPP4 KIAA0879 NPP4;Homo sapiens (Human)
P16422;EPCAM_HUMAN;reviewed;Epithelial cell adhesion molecule (Ep-CAM) (Adenocarcinoma-associated antigen) (Cell surface glycoprotein Trop-1) (Epithelial cell surface antigen) (Epithelial glycoprotein) (EGP) (Epithelial glycoprotein 314) (EGP314) (hEGP314) (KS 1/4 antigen) (KSA) (Major gastrointestinal tumor-associated protein GA733-2) (Tumor-associated calcium signal transducer 1) (CD antigen CD326);EPCAM GA733-2 M1S2 M4S1 MIC18 TACSTD1 TROP1;Homo sapiens (Human)
Q9UNN8;EPCR_HUMAN;reviewed;Endothelial protein C receptor (Activated protein C receptor) (APC receptor) (Endothelial cell protein C receptor) (CD antigen CD201);PROCR EPCR;Homo sapiens (Human)
P06340;DOA_HUMAN;reviewed;HLA class II histocompatibility antigen, DO alpha chain (MHC DN-alpha) (MHC DZ alpha) (MHC class II antigen DOA);HLA-DOA HLA-DNA HLA-DZA;Homo sapiens (Human)
Q16832;DDR2_HUMAN;reviewed;Discoidin domain-containing receptor 2 (Discoidin domain receptor 2) (EC 2.7.10.1) (CD167 antigen-like family member B) (Discoidin domain-containing receptor tyrosine kinase 2) (Neurotrophic tyrosine kinase, receptor-related 3) (Receptor protein-tyrosine kinase TKT) (Tyrosine-protein kinase TYRO10) (CD antigen CD167b);DDR2 NTRKR3 TKT TYRO10;Homo sapiens (Human)
P28068;DMB_HUMAN;reviewed;HLA class II histocompatibility antigen, DM beta chain (MHC class II antigen DMB) (Really interesting new gene 7 protein);HLA-DMB DMB RING7;Homo sapiens (Human)
Q6UY11;DLK2_HUMAN;reviewed;Protein delta homolog 2 (DLK-2) (Epidermal growth factor-like protein 9) (EGF-like protein 9);DLK2 EGFL9 UNQ2903/PRO28633;Homo sapiens (Human)
O00548;DLL1_HUMAN;reviewed;Delta-like protein 1 (Drosophila Delta homolog 1) (Delta1) (H-Delta-1);DLL1 UNQ146/PRO172;Homo sapiens (Human)
Q9NYJ7;DLL3_HUMAN;reviewed;Delta-like protein 3 (Drosophila Delta homolog 3) (Delta3);DLL3;Homo sapiens (Human)
P28067;DMA_HUMAN;reviewed;HLA class II histocompatibility antigen, DM alpha chain (MHC class II antigen DMA) (Really interesting new gene 6 protein);HLA-DMA DMA RING6;Homo sapiens (Human)
P04440;DPB1_HUMAN;reviewed;HLA class II histocompatibility antigen, DP beta 1 chain (HLA class II histocompatibility antigen, DP(W4) beta chain) (MHC class II antigen DPB1);HLA-DPB1 HLA-DP1B;Homo sapiens (Human)
Q96KC8;DNJC1_HUMAN;reviewed;DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1);DNAJC1 HTJ1;Homo sapiens (Human)
P05538;DQB2_HUMAN;reviewed;HLA class II histocompatibility antigen, DQ beta 2 chain (HLA class II histocompatibility antigen, DX beta chain) (MHC class II antigen DQB2);HLA-DQB2 HLA-DXB;Homo sapiens (Human)
Q9NR61;DLL4_HUMAN;reviewed;Delta-like protein 4 (Drosophila Delta homolog 4) (Delta4);DLL4 UNQ1895/PRO4341;Homo sapiens (Human)
Q3MIW9;DPCR1_HUMAN;reviewed;Diffuse panbronchiolitis critical region protein 1;DPCR1 C6orf37 PBLT;Homo sapiens (Human)
P13765;DOB_HUMAN;reviewed;HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB);HLA-DOB;Homo sapiens (Human)
P20036;DPA1_HUMAN;reviewed;HLA class II histocompatibility antigen, DP alpha 1 chain (DP(W3)) (DP(W4)) (HLA-SB alpha chain) (MHC class II DP3-alpha) (MHC class II DPA1);HLA-DPA1 HLA-DP1A HLASB;Homo sapiens (Human)
P01920;DQB1_HUMAN;reviewed;HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1);HLA-DQB1 HLA-DQB;Homo sapiens (Human)
P13762;DRB4_HUMAN;reviewed;HLA class II histocompatibility antigen, DR beta 4 chain (MHC class II antigen DRB4);HLA-DRB4;Homo sapiens (Human)
Q8NFT8;DNER_HUMAN;reviewed;Delta and Notch-like epidermal growth factor-related receptor;DNER BET UNQ262/PRO299;Homo sapiens (Human)
P01909;DQA1_HUMAN;reviewed;HLA class II histocompatibility antigen, DQ alpha 1 chain (DC-1 alpha chain) (DC-alpha) (HLA-DCA) (MHC class II DQA1);HLA-DQA1;Homo sapiens (Human)
P01906;DQA2_HUMAN;reviewed;HLA class II histocompatibility antigen, DQ alpha 2 chain (DX alpha chain) (HLA class II histocompatibility antigen, DQ(6) alpha chain) (HLA-DQA1) (MHC class II DQA2);HLA-DQA2 HLA-DXA;Homo sapiens (Human)
P01903;DRA_HUMAN;reviewed;HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA);HLA-DRA HLA-DRA1;Homo sapiens (Human)
Q30154;DRB5_HUMAN;reviewed;HLA class II histocompatibility antigen, DR beta 5 chain (DR beta-5) (DR2-beta-2) (Dw2) (MHC class II antigen DRB5);HLA-DRB5;Homo sapiens (Human)
Q14126;DSG2_HUMAN;reviewed;Desmoglein-2 (Cadherin family member 5) (HDGC);DSG2 CDHF5;Homo sapiens (Human)
P80370;DLK1_HUMAN;reviewed;Protein delta homolog 1 (DLK-1) (pG2) [Cleaved into: Fetal antigen 1 (FA1)];DLK1 DLK;Homo sapiens (Human)
Q02487;DSC2_HUMAN;reviewed;Desmocollin-2 (Cadherin family member 2) (Desmocollin-3) (Desmosomal glycoprotein II) (Desmosomal glycoprotein III);DSC2 CDHF2 DSC3;Homo sapiens (Human)
O60469;DSCAM_HUMAN;reviewed;Down syndrome cell adhesion molecule (CHD2);DSCAM;Homo sapiens (Human)
Q8TD84;DSCL1_HUMAN;reviewed;Down syndrome cell adhesion molecule-like protein 1 (Down syndrome cell adhesion molecule 2);DSCAML1 DSCAM2 KIAA1132;Homo sapiens (Human)
Q02413;DSG1_HUMAN;reviewed;Desmoglein-1 (Cadherin family member 4) (Desmosomal glycoprotein 1) (DG1) (DGI) (Pemphigus foliaceus antigen);DSG1 CDHF4;Homo sapiens (Human)
P32926;DSG3_HUMAN;reviewed;Desmoglein-3 (130 kDa pemphigus vulgaris antigen) (PVA) (Cadherin family member 6);DSG3 CDHF6;Homo sapiens (Human)
P79483;DRB3_HUMAN;reviewed;HLA class II histocompatibility antigen, DR beta 3 chain (MHC class II antigen DRB3);HLA-DRB3;Homo sapiens (Human)
Q86SJ6;DSG4_HUMAN;reviewed;Desmoglein-4 (Cadherin family member 13);DSG4 CDHF13;Homo sapiens (Human)
Q19T08;ECSCR_HUMAN;reviewed;Endothelial cell-specific chemotaxis regulator (Apoptosis regulator through modulating IAP expression) (ARIA) (Endothelial cell-specific molecule 2);ECSCR ECSM2;Homo sapiens (Human)
P52799;EFNB2_HUMAN;reviewed;Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);EFNB2 EPLG5 HTKL LERK5;Homo sapiens (Human)
Q08554;DSC1_HUMAN;reviewed;Desmocollin-1 (Cadherin family member 1) (Desmosomal glycoprotein 2/3) (DG2/DG3);DSC1 CDHF1;Homo sapiens (Human)
Q14574;DSC3_HUMAN;reviewed;Desmocollin-3 (Cadherin family member 3) (Desmocollin-4) (HT-CP);DSC3 CDHF3 DSC4;Homo sapiens (Human)
Q9UNE0;EDAR_HUMAN;reviewed;Tumor necrosis factor receptor superfamily member EDAR (Anhidrotic ectodysplasin receptor 1) (Downless homolog) (EDA-A1 receptor) (Ectodermal dysplasia receptor) (Ectodysplasin-A receptor);EDAR DL;Homo sapiens (Human)
P01133;EGF_HUMAN;reviewed;Pro-epidermal growth factor (EGF) [Cleaved into: Epidermal growth factor (Urogastrone)];EGF;Homo sapiens (Human)
Q9NZJ5;E2AK3_HUMAN;reviewed;Eukaryotic translation initiation factor 2-alpha kinase 3 (EC 2.7.11.1) (PRKR-like endoplasmic reticulum kinase) (Pancreatic eIF2-alpha kinase) (HsPEK);EIF2AK3 PEK PERK;Homo sapiens (Human)
Q9NPA0;EMC7_HUMAN;reviewed;ER membrane protein complex subunit 7;EMC7 C11orf3 C15orf24 HT022 UNQ905/PRO1926;Homo sapiens (Human)
P98172;EFNB1_HUMAN;reviewed;Ephrin-B1 (EFL-3) (ELK ligand) (ELK-L) (EPH-related receptor tyrosine kinase ligand 2) (LERK-2);EFNB1 EFL3 EPLG2 LERK2;Homo sapiens (Human)
Q15768;EFNB3_HUMAN;reviewed;Ephrin-B3 (EPH-related receptor transmembrane ligand ELK-L3) (EPH-related receptor tyrosine kinase ligand 8) (LERK-8);EFNB3 EPLG8 LERK8;Homo sapiens (Human)
P54762;EPHB1_HUMAN;reviewed;Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2);EPHB1 ELK EPHT2 HEK6 NET;Homo sapiens (Human)
Q902F8;ENK8_HUMAN;reviewed;"Endogenous retrovirus group K member 8 Env polyprotein (EnvK6 protein) (Envelope polyprotein) (HERV-K115 envelope protein) (HERV-K_8p23.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-8;Homo sapiens (Human)
P17813;EGLN_HUMAN;reviewed;Endoglin (CD antigen CD105);ENG END;Homo sapiens (Human)
P0C7U0;ELFN1_HUMAN;reviewed;Protein ELFN1 (Extracellular leucine-rich repeat and fibronectin type-III domain-containing protein 1) (Protein phosphatase 1 regulatory subunit 28);ELFN1 PPP1R28;Homo sapiens (Human)
P61565;ENK21_HUMAN;reviewed;"Endogenous retrovirus group K member 21 Env polyprotein (EnvK1 protein) (Envelope polyprotein) (HERV-K_12q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-21;Homo sapiens (Human)
Q9UKH3;ENK9_HUMAN;reviewed;"Endogenous retrovirus group K member 9 Env polyprotein (EnvK4 protein) (Envelope polyprotein) (HERV-K(C6) envelope protein) (HERV-K109 envelope protein) (HERV-K_6q14.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-9;Homo sapiens (Human)
Q6PCB8;EMB_HUMAN;reviewed;Embigin;EMB;Homo sapiens (Human)
Q902F9;EN113_HUMAN;reviewed;"Endogenous retrovirus group K member 113 Env polyprotein (EnvK5 protein) (Envelope polyprotein) (HERV-K113 envelope protein) (HERV-K_19p13.11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";HERVK_113;Homo sapiens (Human)
O71037;ENK19_HUMAN;reviewed;"Endogenous retrovirus group K member 19 Env polyprotein (EnvK3 protein) (Envelope polyprotein) (HERV-K(C19) envelope protein) (HERV-K_19q11 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-19;Homo sapiens (Human)
Q69384;ENK6_HUMAN;reviewed;"Endogenous retrovirus group K member 6 Env polyprotein (EnvK2 protein) (Envelope polyprotein) (HERV-K(C7) envelope protein) (HERV-K(HML-2.HOM) envelope protein) (HERV-K108 envelope protein) (HERV-K_7p22.1 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-6 ERVK6;Homo sapiens (Human)
Q5UCC4;EMC10_HUMAN;reviewed;ER membrane protein complex subunit 10 (Hematopoietic signal peptide-containing membrane domain-containing protein 1);EMC10 C19orf63 HSM1 INM02 UNQ764/PRO1556;Homo sapiens (Human)
Q8N766;EMC1_HUMAN;reviewed;ER membrane protein complex subunit 1;EMC1 KIAA0090 PSEC0263;Homo sapiens (Human)
Q6UWV6;ENPP7_HUMAN;reviewed;Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 (E-NPP 7) (NPP-7) (EC 3.1.4.12) (Alkaline sphingomyelin phosphodiesterase) (Intestinal alkaline sphingomyelinase) (Alk-SMase);ENPP7 UNQ3077/PRO9912;Homo sapiens (Human)
P61566;ENK24_HUMAN;reviewed;"Endogenous retrovirus group K member 24 Env polyprotein (Envelope polyprotein) (HERV-K101 envelope protein) (HERV-K_22q11.21 provirus ancestral Env polyprotein) [Cleaved into: Surface protein (SU); Transmembrane protein (TM)]";ERVK-24;Homo sapiens (Human)
Q96PL5;ERMAP_HUMAN;reviewed;Erythroid membrane-associated protein (hERMAP) (Radin blood group antigen) (Scianna blood group antigen);ERMAP RD SC;Homo sapiens (Human)
Q96AP7;ESAM_HUMAN;reviewed;Endothelial cell-selective adhesion molecule;ESAM UNQ220/PRO246;Homo sapiens (Human)
P19235;EPOR_HUMAN;reviewed;Erythropoietin receptor (EPO-R);EPOR;Homo sapiens (Human)
P30273;FCERG_HUMAN;reviewed;High affinity immunoglobulin epsilon receptor subunit gamma (Fc receptor gamma-chain) (FcRgamma) (Fc-epsilon RI-gamma) (IgE Fc receptor subunit gamma) (FceRI gamma);FCER1G;Homo sapiens (Human)
Q8N441;FGRL1_HUMAN;reviewed;Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (FGF homologous factor receptor) (FGFR-like protein) (Fibroblast growth factor receptor 5) (FGFR-5);FGFRL1 FGFR5 FHFR UNQ480/PRO943;Homo sapiens (Human)
P24071;FCAR_HUMAN;reviewed;Immunoglobulin alpha Fc receptor (IgA Fc receptor) (CD antigen CD89);FCAR CD89;Homo sapiens (Human)
P08637;FCG3A_HUMAN;reviewed;Low affinity immunoglobulin gamma Fc region receptor III-A (CD16a antigen) (Fc-gamma RIII-alpha) (Fc-gamma RIII) (Fc-gamma RIIIa) (FcRIII) (FcRIIIa) (FcR-10) (IgG Fc receptor III-2) (CD antigen CD16a);FCGR3A CD16A FCG3 FCGR3 IGFR3;Homo sapiens (Human)
Q96RD9;FCRL5_HUMAN;reviewed;Fc receptor-like protein 5 (FcR-like protein 5) (FcRL5) (BXMAS1) (Fc receptor homolog 5) (FcRH5) (Immune receptor translocation-associated protein 2) (CD antigen CD307e);FCRL5 FCRH5 IRTA2 UNQ503/PRO820;Homo sapiens (Human)
Q5JX71;F209A_HUMAN;reviewed;Protein FAM209A;FAM209A C20orf106;Homo sapiens (Human)
Q14517;FAT1_HUMAN;reviewed;Protocadherin Fat 1 (Cadherin family member 7) (Cadherin-related tumor suppressor homolog) (Protein fat homolog) [Cleaved into: Protocadherin Fat 1, nuclear form];FAT1 CDHF7 FAT;Homo sapiens (Human)
P12319;FCERA_HUMAN;reviewed;High affinity immunoglobulin epsilon receptor subunit alpha (Fc-epsilon RI-alpha) (FcERI) (IgE Fc receptor subunit alpha);FCER1A FCE1A;Homo sapiens (Human)
P31994;FCG2B_HUMAN;reviewed;Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32);FCGR2B CD32 FCG2 IGFR2;Homo sapiens (Human)
Q8TDW7;FAT3_HUMAN;reviewed;Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3);FAT3 CDHF15 KIAA1989;Homo sapiens (Human)
Q9NYQ8;FAT2_HUMAN;reviewed;Protocadherin Fat 2 (hFat2) (Cadherin family member 8) (Multiple epidermal growth factor-like domains protein 1) (Multiple EGF-like domains protein 1);FAT2 CDHF8 KIAA0811 MEGF1;Homo sapiens (Human)
