Entry;Entry name;Status;Protein names;Gene names;Organism
P60201;MYPR_HUMAN;reviewed;Myelin proteolipid protein (PLP) (Lipophilin);PLP1 PLP;Homo sapiens (Human)
P32418;NAC1_HUMAN;reviewed;Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1);SLC8A1 CNC NCX1;Homo sapiens (Human)
P57103;NAC3_HUMAN;reviewed;Sodium/calcium exchanger 3 (Na(+)/Ca(2+)-exchange protein 3) (Solute carrier family 8 member 3);SLC8A3 NCX3;Homo sapiens (Human)
Q969V5;MUL1_HUMAN;reviewed;Mitochondrial ubiquitin ligase activator of NFKB 1 (EC 2.3.2.27) (E3 SUMO-protein ligase MUL1) (E3 ubiquitin-protein ligase MUL1) (Growth inhibition and death E3 ligase) (Mitochondrial-anchored protein ligase) (MAPL) (Putative NF-kappa-B-activating protein 266) (RING finger protein 218) (RING-type E3 ubiquitin transferase NFKB 1);MUL1 C1orf166 GIDE MAPL MULAN RNF218;Homo sapiens (Human)
O60721;NCKX1_HUMAN;reviewed;Sodium/potassium/calcium exchanger 1 (Na(+)/K(+)/Ca(2+)-exchange protein 1) (Retinal rod Na-Ca+K exchanger) (Solute carrier family 24 member 1);SLC24A1 KIAA0702 NCKX1;Homo sapiens (Human)
Q6NVV3;NIPA3_HUMAN;reviewed;Magnesium transporter NIPA3 (NIPA-like protein 1) (Non-imprinted in Prader-Willi/Angelman syndrome region protein 3);NIPAL1 NIPA3 NPAL1;Homo sapiens (Human)
Q17RQ9;NKPD1_HUMAN;reviewed;NTPase KAP family P-loop domain-containing protein 1;NKPD1;Homo sapiens (Human)
Q9UI40;NCKX2_HUMAN;reviewed;Sodium/potassium/calcium exchanger 2 (Na(+)/K(+)/Ca(2+)-exchange protein 2) (Retinal cone Na-Ca+K exchanger) (Solute carrier family 24 member 2);SLC24A2 NCKX2;Homo sapiens (Human)
Q92982;NINJ1_HUMAN;reviewed;Ninjurin-1 (Nerve injury-induced protein 1);NINJ1;Homo sapiens (Human)
Q9UHC9;NPCL1_HUMAN;reviewed;Niemann-Pick C1-like protein 1;NPC1L1;Homo sapiens (Human)
O14524;NEMP1_HUMAN;reviewed;Nuclear envelope integral membrane protein 1;NEMP1 KIAA0286 TMEM194 TMEM194A;Homo sapiens (Human)
P21452;NK2R_HUMAN;reviewed;Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2);TACR2 NK2R NKNAR TAC2R;Homo sapiens (Human)
Q8N8D7;NKAI3_HUMAN;reviewed;Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 3) (Protein FAM77D);NKAIN3 FAM77D;Homo sapiens (Human)
Q12879;NMDE1_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 2A (GluN2A) (Glutamate [NMDA] receptor subunit epsilon-1) (N-methyl D-aspartate receptor subtype 2A) (NMDAR2A) (NR2A) (hNR2A);GRIN2A NMDAR2A;Homo sapiens (Human)
Q14957;NMDE3_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C);GRIN2C NMDAR2C;Homo sapiens (Human)
Q05586;NMDZ1_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 1 (GluN1) (Glutamate [NMDA] receptor subunit zeta-1) (N-methyl-D-aspartate receptor subunit NR1) (NMD-R1);GRIN1 NMDAR1;Homo sapiens (Human)
Q13423;NNTM_HUMAN;reviewed;NAD(P) transhydrogenase, mitochondrial (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase);NNT;Homo sapiens (Human)
Q86Y39;NDUAB_HUMAN;reviewed;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (CI-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7);NDUFA11;Homo sapiens (Human)
O60391;NMD3B_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 3B (GluN3B) (N-methyl-D-aspartate receptor subtype 3B) (NMDAR3B) (NR3B);GRIN3B;Homo sapiens (Human)
Q13224;NMDE2_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 2B (GluN2B) (Glutamate [NMDA] receptor subunit epsilon-2) (N-methyl D-aspartate receptor subtype 2B) (NMDAR2B) (NR2B) (N-methyl-D-aspartate receptor subunit 3) (NR3) (hNR3);GRIN2B NMDAR2B;Homo sapiens (Human)
Q9BT67;NFIP1_HUMAN;reviewed;NEDD4 family-interacting protein 1 (Breast cancer-associated protein SGA-1M) (NEDD4 WW domain-binding protein 5) (Putative MAPK-activating protein PM13) (Putative NF-kappa-B-activating protein 164) (Putative NFKB and MAPK-activating protein);NDFIP1 N4WBP5 PSEC0192 PSEC0223;Homo sapiens (Human)
P25929;NPY1R_HUMAN;reviewed;Neuropeptide Y receptor type 1 (NPY1-R);NPY1R NPYR NPYY1;Homo sapiens (Human)
P50391;NPY4R_HUMAN;reviewed;Neuropeptide Y receptor type 4 (NPY4-R) (Pancreatic polypeptide receptor 1) (PP1);NPY4R PPYR1;Homo sapiens (Human)
Q99463;NPY6R_HUMAN;reviewed;Putative neuropeptide Y receptor type 6 (NPY6-R) (NPY Y1-like receptor) (Putative pancreatic polypeptide receptor 2) (PP2);NPY6R NPY1RL Y2B;Homo sapiens (Human)
Q7RTP0;NIPA1_HUMAN;reviewed;Magnesium transporter NIPA1 (Non-imprinted in Prader-Willi/Angelman syndrome region protein 1) (Spastic paraplegia 6 protein);NIPA1 SPG6;Homo sapiens (Human)
Q8IVV8;NKAI4_HUMAN;reviewed;Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 4) (Protein FAM77A);NKAIN4 C20orf58 FAM77A;Homo sapiens (Human)
Q9GZQ6;NPFF1_HUMAN;reviewed;Neuropeptide FF receptor 1 (G-protein coupled receptor 147) (RFamide-related peptide receptor OT7T022);NPFFR1 GPR147 NPFF1;Homo sapiens (Human)
Q8IZ57;NRSN1_HUMAN;reviewed;Neurensin-1 (Neuro-p24) (Vesicular membrane protein of 24 kDa) (Vesicular membrane protein p24);NRSN1 VMP;Homo sapiens (Human)
Q9NPH5;NOX4_HUMAN;reviewed;NADPH oxidase 4 (EC 1.6.3.-) (Kidney oxidase-1) (KOX-1) (Kidney superoxide-producing NADPH oxidase) (Renal NAD(P)H-oxidase);NOX4 RENOX;Homo sapiens (Human)
Q9H841;NPAL2_HUMAN;reviewed;NIPA-like protein 2;NIPAL2 NPAL2;Homo sapiens (Human)
Q6W5P4;NPSR1_HUMAN;reviewed;Neuropeptide S receptor (G-protein coupled receptor 154) (G-protein coupled receptor PGR14) (G-protein coupled receptor for asthma susceptibility);NPSR1 GPR154 GPRA PGR14;Homo sapiens (Human)
P49281;NRAM2_HUMAN;reviewed;Natural resistance-associated macrophage protein 2 (NRAMP 2) (Divalent cation transporter 1) (Divalent metal transporter 1) (DMT-1) (Solute carrier family 11 member 2);SLC11A2 DCT1 DMT1 NRAMP2 OK/SW-cl.20;Homo sapiens (Human)
P25103;NK1R_HUMAN;reviewed;Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1);TACR1 NK1R TAC1R;Homo sapiens (Human)
Q4KMZ8;NKAI1_HUMAN;reviewed;Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 1) (Protein FAM77C);NKAIN1 FAM77C;Homo sapiens (Human)
A6NFY4;NEMP2_HUMAN;reviewed;Nuclear envelope integral membrane protein 2;NEMP2 TMEM194B;Homo sapiens (Human)
Q16617;NKG7_HUMAN;reviewed;Protein NKG7 (G-CSF-induced gene 1 protein) (GIG-1 protein) (Granule membrane protein of 17 kDa) (GMP-17) (Natural killer cell protein 7) (p15-TIA-1);NKG7 GIG1;Homo sapiens (Human)
P48146;NPBW2_HUMAN;reviewed;Neuropeptides B/W receptor type 2 (G-protein coupled receptor 8);NPBWR2 GPR8;Homo sapiens (Human)
O15399;NMDE4_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 2D (GluN2D) (EB11) (Glutamate [NMDA] receptor subunit epsilon-4) (N-methyl D-aspartate receptor subtype 2D) (NMDAR2D) (NR2D);GRIN2D GluN2D NMDAR2D;Homo sapiens (Human)
O00624;NPT3_HUMAN;reviewed;Sodium-dependent phosphate transport protein 3 (Na(+)/PI cotransporter 3) (Sodium/phosphate cotransporter 3) (Solute carrier family 17 member 2);SLC17A2 NPT3;Homo sapiens (Human)
Q06495;NPT2A_HUMAN;reviewed;Sodium-dependent phosphate transport protein 2A (Sodium-phosphate transport protein 2A) (Na(+)-dependent phosphate cotransporter 2A) (NaPi-3) (Sodium/phosphate cotransporter 2A) (Na(+)/Pi cotransporter 2A) (NaPi-2a) (Solute carrier family 34 member 1);SLC34A1 NPT2 SLC17A2;Homo sapiens (Human)
O00476;NPT4_HUMAN;reviewed;Sodium-dependent phosphate transport protein 4 (Na(+)/PI cotransporter 4) (Sodium/phosphate cotransporter 4) (Solute carrier family 17 member 3);SLC17A3 NPT4;Homo sapiens (Human)
P03891;NU2M_HUMAN;reviewed;NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3) (NADH dehydrogenase subunit 2);MT-ND2 MTND2 NADH2 ND2;Homo sapiens (Human)
O60906;NSMA_HUMAN;reviewed;Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Lyso-platelet-activating factor-phospholipase C) (Lyso-PAF-PLC) (Neutral sphingomyelinase) (N-SMase) (nSMase);SMPD2;Homo sapiens (Human)
P03915;NU5M_HUMAN;reviewed;NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3) (NADH dehydrogenase subunit 5);MT-ND5 MTND5 NADH5 ND5;Homo sapiens (Human)
Q8NH74;O10A6_HUMAN;reviewed;Olfactory receptor 10A6 (Olfactory receptor OR11-96);OR10A6;Homo sapiens (Human)
P0DN81;O13C7_HUMAN;reviewed;Olfactory receptor 13C7;OR13C7 OR13C7P;Homo sapiens (Human)
Q8NGS4;O13F1_HUMAN;reviewed;Olfactory receptor 13F1 (Olfactory receptor OR9-6);OR13F1;Homo sapiens (Human)
Q8NHC7;O14CZ_HUMAN;reviewed;Olfactory receptor 14C36 (Olfactory receptor 5BF1) (Olfactory receptor OR1-59);OR14C36 OR5BF1;Homo sapiens (Human)
Q8NGT7;O2A12_HUMAN;reviewed;Olfactory receptor 2A12 (Olfactory receptor OR7-10);OR2A12 OR2A12P;Homo sapiens (Human)
A6NND4;O2AT4_HUMAN;reviewed;Olfactory receptor 2AT4 (Olfactory receptor OR11-265);OR2AT4;Homo sapiens (Human)
Q8NH02;O2T29_HUMAN;reviewed;Olfactory receptor 2T29;OR2T29;Homo sapiens (Human)
Q8NGK0;O51G2_HUMAN;reviewed;Olfactory receptor 51G2 (Olfactory receptor OR11-28);OR51G2;Homo sapiens (Human)
A6NMU1;O52A4_HUMAN;reviewed;Olfactory receptor 52A4;OR52A4P OR52A4;Homo sapiens (Human)
Q9H346;O52D1_HUMAN;reviewed;Olfactory receptor 52D1 (Odorant receptor HOR5'beta14) (Olfactory receptor OR11-43);OR52D1;Homo sapiens (Human)
Q8NH67;O52I2_HUMAN;reviewed;Olfactory receptor 52I2 (Olfactory receptor OR11-12);OR52I2;Homo sapiens (Human)
Q8NGK4;O52K1_HUMAN;reviewed;Olfactory receptor 52K1 (Olfactory receptor OR11-8);OR52K1;Homo sapiens (Human)
Q8NH57;O52P1_HUMAN;reviewed;Putative olfactory receptor 52P1;OR52P1P OR52P1;Homo sapiens (Human)
Q6IF63;O52W1_HUMAN;reviewed;Olfactory receptor 52W1 (Olfactory receptor OR11-71);OR52W1 OR52W1P;Homo sapiens (Human)
Q8NGH5;O56A1_HUMAN;reviewed;Olfactory receptor 56A1 (Olfactory receptor OR11-75);OR56A1;Homo sapiens (Human)
Q8NGI1;O56B2_HUMAN;reviewed;Putative olfactory receptor 56B2;OR56B2P;Homo sapiens (Human)
P0C628;O5AC1_HUMAN;reviewed;Olfactory receptor 5AC1 (Olfactory receptor OR3-2);OR5AC1 OR5AC1P;Homo sapiens (Human)
P0C617;O5AL1_HUMAN;reviewed;Olfactory receptor 5AL1 (Olfactory receptor OR11-184);OR5AL1 OR5AL1P;Homo sapiens (Human)
Q8NGP9;O5AR1_HUMAN;reviewed;Olfactory receptor 5AR1 (Olfactory receptor OR11-209);OR5AR1;Homo sapiens (Human)
A6NDH6;O5H15_HUMAN;reviewed;Olfactory receptor 5H15;OR5H15;Homo sapiens (Human)
A6NIJ9;O6C70_HUMAN;reviewed;Olfactory receptor 6C70;OR6C70;Homo sapiens (Human)
Q6IF36;O8G2P_HUMAN;reviewed;Putative olfactory receptor 8G2 (Olfactory receptor 8G4) (Olfactory receptor OR11-292) (Olfactory receptor TPCR120);OR8G2P OR8G2 OR8G4;Homo sapiens (Human)
Q9Y5S8;NOX1_HUMAN;reviewed;NADPH oxidase 1 (NOX-1) (EC 1.-.-.-) (Mitogenic oxidase 1) (MOX-1) (NADH/NADPH mitogenic oxidase subunit P65-MOX) (NOH-1);NOX1 MOX1 NOH1;Homo sapiens (Human)
Q96PH1;NOX5_HUMAN;reviewed;NADPH oxidase 5 (EC 1.6.3.-);NOX5;Homo sapiens (Human)
Q8N130;NPT2C_HUMAN;reviewed;Sodium-dependent phosphate transport protein 2C (Sodium-phosphate transport protein 2C) (Na(+)-dependent phosphate cotransporter 2C) (Sodium/inorganic phosphate cotransporter IIC) (Sodium/phosphate cotransporter 2C) (Na(+)/Pi cotransporter 2C) (NaPi-2c) (Solute carrier family 34 member 3);SLC34A3 NPT2C NPTIIC;Homo sapiens (Human)
P49279;NRAM1_HUMAN;reviewed;Natural resistance-associated macrophage protein 1 (NRAMP 1) (Solute carrier family 11 member 1);SLC11A1 LSH NRAMP NRAMP1;Homo sapiens (Human)
Q14973;NTCP_HUMAN;reviewed;Sodium/bile acid cotransporter (Cell growth-inhibiting gene 29 protein) (Na(+)/bile acid cotransporter) (Na(+)/taurocholate transport protein) (Sodium/taurocholate cotransporting polypeptide) (Solute carrier family 10 member 1);SLC10A1 NTCP GIG29;Homo sapiens (Human)
Q0D2K0;NIPA4_HUMAN;reviewed;Magnesium transporter NIPA4 (Ichthyin) (NIPA-like protein 4) (Non-imprinted in Prader-Willi/Angelman syndrome region protein 4);NIPAL4 ICHN NIPA4;Homo sapiens (Human)
P29371;NK3R_HUMAN;reviewed;Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3);TACR3 NK3R TAC3R;Homo sapiens (Human)
Q5VXU1;NKAI2_HUMAN;reviewed;Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2 (Na(+)/K(+)-transporting ATPase subunit beta-1-interacting protein 2) (Protein FAM77B) (T-cell lymphoma breakpoint-associated target protein 1);NKAIN2 FAM77B TCBA1;Homo sapiens (Human)
P28336;NMBR_HUMAN;reviewed;Neuromedin-B receptor (NMB-R) (Epididymis tissue protein Li 185a) (Neuromedin-B-preferring bombesin receptor);NMBR;Homo sapiens (Human)
Q8TCU5;NMD3A_HUMAN;reviewed;Glutamate receptor ionotropic, NMDA 3A (GluN3A) (N-methyl-D-aspartate receptor subtype 3A) (NMDAR3A) (NR3A) (NMDAR-L);GRIN3A KIAA1973;Homo sapiens (Human)
Q9HBY0;NOX3_HUMAN;reviewed;NADPH oxidase 3 (EC 1.6.3.-) (Mitogenic oxidase 2) (MOX-2) (gp91phox homolog 3) (GP91-3);NOX3 MOX2;Homo sapiens (Human)
Q0GE19;NTCP7_HUMAN;reviewed;Sodium/bile acid cotransporter 7 (Na(+)/bile acid cotransporter 7) (Solute carrier family 10 member 7);SLC10A7 C4orf13 P7 PSEC0051;Homo sapiens (Human)
Q8NA29;NLS1_HUMAN;reviewed;Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A);MFSD2A MFSD2 NLS1 HMFN0656 PP9177 UNQ300/PRO341;Homo sapiens (Human)
P03905;NU4M_HUMAN;reviewed;NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3) (NADH dehydrogenase subunit 4);MT-ND4 MTND4 NADH4 ND4;Homo sapiens (Human)
Q8IXM6;NRM_HUMAN;reviewed;Nurim (Nuclear envelope membrane protein) (Nuclear rim protein);NRM NRM29 UNQ555/PRO1112;Homo sapiens (Human)
Q9GZP1;NRSN2_HUMAN;reviewed;Neurensin-2;NRSN2 C20orf98;Homo sapiens (Human)
P30989;NTR1_HUMAN;reviewed;Neurotensin receptor type 1 (NT-R-1) (NTR1) (High-affinity levocabastine-insensitive neurotensin receptor) (NTRH);NTSR1 NTRR;Homo sapiens (Human)
P03901;NU4LM_HUMAN;reviewed;NADH-ubiquinone oxidoreductase chain 4L (EC 1.6.5.3) (NADH dehydrogenase subunit 4L);MT-ND4L MTND4L NADH4L ND4L;Homo sapiens (Human)
Q6P499;NPAL3_HUMAN;reviewed;NIPA-like protein 3;NIPAL3 NPAL3;Homo sapiens (Human)
Q9Y5X5;NPFF2_HUMAN;reviewed;Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77) (Neuropeptide G-protein coupled receptor);NPFFR2 GPR74 NPFF2 NPGPR;Homo sapiens (Human)
Q14916;NPT1_HUMAN;reviewed;Sodium-dependent phosphate transport protein 1 (Na(+)/PI cotransporter 1) (Na/Pi-4) (Renal Na(+)-dependent phosphate cotransporter 1) (Renal sodium-dependent phosphate transport protein 1) (Renal sodium-phosphate transport protein 1) (Sodium/phosphate cotransporter 1) (Solute carrier family 17 member 1);SLC17A1 NPT1;Homo sapiens (Human)
O95436;NPT2B_HUMAN;reviewed;Sodium-dependent phosphate transport protein 2B (Sodium-phosphate transport protein 2B) (Na(+)-dependent phosphate cotransporter 2B) (NaPi3b) (Sodium/phosphate cotransporter 2B) (Na(+)/Pi cotransporter 2B) (NaPi-2b) (Solute carrier family 34 member 2);SLC34A2;Homo sapiens (Human)
P49146;NPY2R_HUMAN;reviewed;Neuropeptide Y receptor type 2 (NPY2-R) (NPY-Y2 receptor) (Y2 receptor);NPY2R;Homo sapiens (Human)
Q15761;NPY5R_HUMAN;reviewed;Neuropeptide Y receptor type 5 (NPY5-R) (NPY-Y5 receptor) (NPYY5-R) (Y5 receptor);NPY5R NPYR5;Homo sapiens (Human)
Q9HB89;NMUR1_HUMAN;reviewed;Neuromedin-U receptor 1 (NMU-R1) (G-protein coupled receptor 66) (G-protein coupled receptor FM-3);NMUR1 GPR66;Homo sapiens (Human)
Q9GZQ4;NMUR2_HUMAN;reviewed;Neuromedin-U receptor 2 (NMU-R2) (G-protein coupled receptor FM-4) (G-protein coupled receptor TGR-1);NMUR2 NMU2R TGR1;Homo sapiens (Human)
Q9BVI4;NOC4L_HUMAN;reviewed;Nucleolar complex protein 4 homolog (NOC4 protein homolog) (NOC4-like protein) (Nucleolar complex-associated protein 4-like protein);NOC4L;Homo sapiens (Human)
P48145;NPBW1_HUMAN;reviewed;Neuropeptides B/W receptor type 1 (G-protein coupled receptor 7);NPBWR1 GPR7;Homo sapiens (Human)
Q8NGR5;OR1L4_HUMAN;reviewed;Olfactory receptor 1L4 (OST046) (Olfactory receptor 1L5) (Olfactory receptor 9-E) (OR9-E) (Olfactory receptor OR9-29);OR1L4 OR1L5;Homo sapiens (Human)
Q8NH06;OR1P1_HUMAN;reviewed;Olfactory receptor 1P1 (Olfactory receptor 17-208) (OR17-208) (Olfactory receptor OR17-9);OR1P1 OR1P1P;Homo sapiens (Human)
Q96R48;OR2A5_HUMAN;reviewed;Olfactory receptor 2A5 (Olfactory receptor 2A26) (Olfactory receptor 2A8) (Olfactory receptor 7-138/7-141) (OR7-138) (OR7-141);OR2A5 OR2A26 OR2A8;Homo sapiens (Human)
Q9H208;O10A2_HUMAN;reviewed;Olfactory receptor 10A2 (HP4) (Olfactory receptor OR11-86);OR10A2 OR10A2P;Homo sapiens (Human)
Q8NH08;O10AC_HUMAN;reviewed;Olfactory receptor 10AC1 (Olfactory receptor OR7-5);OR10AC1 OR10AC1P;Homo sapiens (Human)
Q96KK4;O10C1_HUMAN;reviewed;Olfactory receptor 10C1 (Hs6M1-17) (Olfactory receptor 10C2);OR10C1 OR10C2;Homo sapiens (Human)
Q8NGN4;O10G9_HUMAN;reviewed;Olfactory receptor 10G9 (Olfactory receptor 10G10);OR10G9 OR10G10P;Homo sapiens (Human)
O60403;O10H2_HUMAN;reviewed;Olfactory receptor 10H2 (Olfactory receptor OR19-23);OR10H2;Homo sapiens (Human)
Q5JRS4;O10J3_HUMAN;reviewed;Olfactory receptor 10J3;OR10J3 OR10J3P;Homo sapiens (Human)
Q8NGE3;O10P1_HUMAN;reviewed;Olfactory receptor 10P1 (Olfactory receptor 10P2) (Olfactory receptor 10P3) (Olfactory receptor OR12-7);OR10P1 OR10P1P OR10P2P OR10P3P;Homo sapiens (Human)
Q8NGS8;O13C5_HUMAN;reviewed;Olfactory receptor 13C5 (Olfactory receptor OR9-11);OR13C5;Homo sapiens (Human)
Q96R54;O14A2_HUMAN;reviewed;Olfactory receptor 14A2 (Olfactory receptor 5AX1) (Olfactory receptor OR1-31);OR14A2 OR5AX1 OR5AX1P;Homo sapiens (Human)
A6ND48;O14I1_HUMAN;reviewed;Olfactory receptor 14I1 (Olfactory receptor 5BU1);OR14I1 OR5BU1 OR5BU1P;Homo sapiens (Human)
Q9H205;O2AG1_HUMAN;reviewed;Olfactory receptor 2AG1 (HT3) (Olfactory receptor 2AG3) (Olfactory receptor OR11-79);OR2AG1 OR2AG3;Homo sapiens (Human)
Q8NG84;O2AK2_HUMAN;reviewed;Olfactory receptor 2AK2 (Olfactory receptor 2AK1) (Olfactory receptor OR1-47);OR2AK2 OR2AK1P;Homo sapiens (Human)
Q8NG76;O2T33_HUMAN;reviewed;Olfactory receptor 2T33 (Olfactory receptor OR1-56);OR2T33;Homo sapiens (Human)
Q8NGL6;O4A15_HUMAN;reviewed;Olfactory receptor 4A15 (Olfactory receptor OR11-118);OR4A15;Homo sapiens (Human)
Q8NGA8;O4F17_HUMAN;reviewed;Olfactory receptor 4F17 (Olfactory receptor 4F11) (Olfactory receptor 4F18) (Olfactory receptor 4F19);OR4F17 OR4F11P OR4F18 OR4F19;Homo sapiens (Human)
Q8NGJ6;O51A4_HUMAN;reviewed;Olfactory receptor 51A4;OR51A4;Homo sapiens (Human)
Q9Y5P0;O51B4_HUMAN;reviewed;Olfactory receptor 51B4 (Odorant receptor HOR5'beta1);OR51B4;Homo sapiens (Human)
Q8NGF3;O51D1_HUMAN;reviewed;Olfactory receptor 51D1 (Olfactory receptor OR11-14);OR51D1;Homo sapiens (Human)
Q9H255;O51E2_HUMAN;reviewed;Olfactory receptor 51E2 (HPRAJ) (Olfactory receptor OR11-16) (Prostate-specific G-protein coupled receptor);OR51E2 PSGR;Homo sapiens (Human)
Q9H342;O51J1_HUMAN;reviewed;Olfactory receptor 51J1 (Odorant receptor HOR5'beta8) (Olfactory receptor 51J2);OR51J1 OR51J1P OR51J2;Homo sapiens (Human)
Q8NH59;O51Q1_HUMAN;reviewed;Olfactory receptor 51Q1;OR51Q1;Homo sapiens (Human)
Q9H2C8;O51V1_HUMAN;reviewed;Olfactory receptor 51V1 (Odorant receptor HOR3'beta1) (Olfactory receptor 51A12) (Olfactory receptor OR11-36);OR51V1 OR51A12;Homo sapiens (Human)
Q8NH55;O52E5_HUMAN;reviewed;Olfactory receptor 52E5;OR52E5;Homo sapiens (Human)
Q6IFG1;O52E8_HUMAN;reviewed;Olfactory receptor 52E8 (Olfactory receptor OR11-54);OR52E8;Homo sapiens (Human)
Q8NGH7;O52L1_HUMAN;reviewed;Olfactory receptor 52L1 (Olfactory receptor OR11-50);OR52L1;Homo sapiens (Human)
Q8NH53;O52N1_HUMAN;reviewed;Olfactory receptor 52N1 (Olfactory receptor OR11-61);OR52N1;Homo sapiens (Human)
Q8NH56;O52N5_HUMAN;reviewed;Olfactory receptor 52N5 (Olfactory receptor OR11-62);OR52N5;Homo sapiens (Human)
P0C646;O52Z1_HUMAN;reviewed;Olfactory receptor 52Z1;OR52Z1 OR52Z1P;Homo sapiens (Human)
Q8NH54;O56A3_HUMAN;reviewed;Olfactory receptor 56A3 (Olfactory receptor 56A6);OR56A3 OR56A3P OR56A6;Homo sapiens (Human)
Q8NGI3;O56B1_HUMAN;reviewed;Olfactory receptor 56B1 (Olfactory receptor OR11-65);OR56B1 OR56B1P;Homo sapiens (Human)
A6NDL8;O6C68_HUMAN;reviewed;Olfactory receptor 6C68;OR6C68;Homo sapiens (Human)
Q6IFN5;O7E24_HUMAN;reviewed;Olfactory receptor 7E24 (Olfactory receptor OR19-14);OR7E24 OR7E24P;Homo sapiens (Human)
Q9H207;O10A5_HUMAN;reviewed;Olfactory receptor 10A5 (HP3) (Olfactory receptor 10A1) (Olfactory receptor 11-403) (OR11-403) (Olfactory receptor-like protein JCG6);OR10A5 OR10A1;Homo sapiens (Human)
Q8NH80;O10D3_HUMAN;reviewed;Putative olfactory receptor 10D3 (HTPCRX09) (Olfactory receptor OR11-293);OR10D3 OR10D3P;Homo sapiens (Human)
Q8NGA5;O10H4_HUMAN;reviewed;Olfactory receptor 10H4 (Olfactory receptor OR19-28);OR10H4;Homo sapiens (Human)
P0C629;O10J4_HUMAN;reviewed;Olfactory receptor 10J4;OR10J4 OR10J4P;Homo sapiens (Human)
Q6IF99;O10K2_HUMAN;reviewed;Olfactory receptor 10K2 (Olfactory receptor OR1-4);OR10K2;Homo sapiens (Human)
Q8NGY0;O10X1_HUMAN;reviewed;Olfactory receptor 10X1 (Olfactory receptor OR1-14);OR10X1 OR10X1P;Homo sapiens (Human)
Q8NGC9;O11H4_HUMAN;reviewed;Olfactory receptor 11H4 (Olfactory receptor OR14-36);OR11H4;Homo sapiens (Human)
Q8NGX0;O11L1_HUMAN;reviewed;Olfactory receptor 11L1;OR11L1;Homo sapiens (Human)
Q8NGS5;O13C4_HUMAN;reviewed;Olfactory receptor 13C4 (Olfactory receptor OR9-7);OR13C4;Homo sapiens (Human)
Q8NGZ3;O13G1_HUMAN;reviewed;Olfactory receptor 13G1 (Olfactory receptor OR1-37);OR13G1;Homo sapiens (Human)
Q8NHC5;O14AG_HUMAN;reviewed;Olfactory receptor 14A16 (Olfactory receptor 5AT1) (Olfactory receptor OR1-45);OR14A16 OR5AT1;Homo sapiens (Human)
Q8NGZ2;O14K1_HUMAN;reviewed;Olfactory receptor 14K1 (Olfactory receptor 5AY1) (Olfactory receptor OR1-39);OR14K1 OR5AY1;Homo sapiens (Human)
Q8NHA4;O2AE1_HUMAN;reviewed;Olfactory receptor 2AE1 (Olfactory receptor 2AE2);OR2AE1 OR2AE2;Homo sapiens (Human)
Q8NGZ0;O2AJ1_HUMAN;reviewed;Olfactory receptor 2AJ1;OR2AJ1 OR2AJ1P;Homo sapiens (Human)
Q6IF82;O4A47_HUMAN;reviewed;Olfactory receptor 4A47 (Olfactory receptor OR11-113);OR4A47;Homo sapiens (Human)
Q8NGB8;O4F15_HUMAN;reviewed;Olfactory receptor 4F15 (Olfactory receptor OR15-14);OR4F15;Homo sapiens (Human)
Q9Y5P1;O51B2_HUMAN;reviewed;Olfactory receptor 51B2 (Odorant receptor HOR5'beta3) (Olfactory receptor 51B1);OR51B2 OR51B1P;Homo sapiens (Human)
